Date,RTO,Product,Spend
30/11/2018,Destination Great Lake Taupo,Accommodation services,2.795015948
30/11/2018,Destination Great Lake Taupo,"Cultural, recreation, and gambling services",1.017576608
30/11/2018,Destination Great Lake Taupo,Food and beverage serving services,3.4361903
30/11/2018,Destination Great Lake Taupo,Other passenger transport,0.190323624
30/11/2018,Destination Great Lake Taupo,Other tourism products,0.61959539
30/11/2018,Destination Great Lake Taupo,"Retail sales - alcohol, food, and beverages",2.820485177
30/11/2018,Destination Great Lake Taupo,Retail sales - fuel and other automotive products,3.443373089
30/11/2018,Destination Great Lake Taupo,Retail sales - other,4.634607342
30/11/2018,Destination Kaikoura,Accommodation services,0.645274513
30/11/2018,Destination Kaikoura,"Cultural, recreation, and gambling services",0.149722869
30/11/2018,Destination Kaikoura,Food and beverage serving services,0.615067396
30/11/2018,Destination Kaikoura,Other passenger transport,0.034403734
30/11/2018,Destination Kaikoura,Other tourism products,0.052806214
30/11/2018,Destination Kaikoura,"Retail sales - alcohol, food, and beverages",0.674566143
30/11/2018,Destination Kaikoura,Retail sales - fuel and other automotive products,0.484152934
30/11/2018,Destination Kaikoura,Retail sales - other,0.363189554
30/11/2018,Destination Marlborough,Accommodation services,1.634722515
30/11/2018,Destination Marlborough,"Cultural, recreation, and gambling services",0.184878168
30/11/2018,Destination Marlborough,Food and beverage serving services,1.612486775
30/11/2018,Destination Marlborough,Other passenger transport,0.36714222
30/11/2018,Destination Marlborough,Other tourism products,0.512561207
30/11/2018,Destination Marlborough,"Retail sales - alcohol, food, and beverages",2.325005513
30/11/2018,Destination Marlborough,Retail sales - fuel and other automotive products,1.541248516
30/11/2018,Destination Marlborough,Retail sales - other,2.24155049
30/11/2018,Destination Queenstown,Accommodation services,4.24974134
30/11/2018,Destination Queenstown,"Cultural, recreation, and gambling services",1.494993581
30/11/2018,Destination Queenstown,Food and beverage serving services,6.74131296
30/11/2018,Destination Queenstown,Other passenger transport,0.950754153
30/11/2018,Destination Queenstown,Other tourism products,0.970538554
30/11/2018,Destination Queenstown,"Retail sales - alcohol, food, and beverages",4.343314177
30/11/2018,Destination Queenstown,Retail sales - fuel and other automotive products,1.533489289
30/11/2018,Destination Queenstown,Retail sales - other,5.971736431
30/11/2018,Destination Rotorua,Accommodation services,2.908013006
30/11/2018,Destination Rotorua,"Cultural, recreation, and gambling services",1.987986271
30/11/2018,Destination Rotorua,Food and beverage serving services,2.782461328
30/11/2018,Destination Rotorua,Other passenger transport,0.38768024
30/11/2018,Destination Rotorua,Other tourism products,0.851667602
30/11/2018,Destination Rotorua,"Retail sales - alcohol, food, and beverages",3.703617174
30/11/2018,Destination Rotorua,Retail sales - fuel and other automotive products,2.616819816
30/11/2018,Destination Rotorua,Retail sales - other,5.031930247
30/11/2018,Destination Wairarapa,Accommodation services,0.830378067
30/11/2018,Destination Wairarapa,"Cultural, recreation, and gambling services",0.120076324
30/11/2018,Destination Wairarapa,Food and beverage serving services,1.612200975
30/11/2018,Destination Wairarapa,Other passenger transport,0.227132036
30/11/2018,Destination Wairarapa,Other tourism products,0.474680606
30/11/2018,Destination Wairarapa,"Retail sales - alcohol, food, and beverages",2.56524724
30/11/2018,Destination Wairarapa,Retail sales - fuel and other automotive products,1.311209507
30/11/2018,Destination Wairarapa,Retail sales - other,3.422027506
30/11/2018,Development West Coast,Accommodation services,1.980077917
30/11/2018,Development West Coast,"Cultural, recreation, and gambling services",0.212131749
30/11/2018,Development West Coast,Food and beverage serving services,0.931581301
30/11/2018,Development West Coast,Other passenger transport,0.201865548
30/11/2018,Development West Coast,Other tourism products,0.19219663
30/11/2018,Development West Coast,"Retail sales - alcohol, food, and beverages",1.641574304
30/11/2018,Development West Coast,Retail sales - fuel and other automotive products,1.811411155
30/11/2018,Development West Coast,Retail sales - other,1.058368054
30/11/2018,Enterprise Dunedin,Accommodation services,2.537296098
30/11/2018,Enterprise Dunedin,"Cultural, recreation, and gambling services",0.37277012
30/11/2018,Enterprise Dunedin,Food and beverage serving services,3.877758497
30/11/2018,Enterprise Dunedin,Other passenger transport,0.479878039
30/11/2018,Enterprise Dunedin,Other tourism products,1.430524475
30/11/2018,Enterprise Dunedin,"Retail sales - alcohol, food, and beverages",4.97028349
30/11/2018,Enterprise Dunedin,Retail sales - fuel and other automotive products,1.951797556
30/11/2018,Enterprise Dunedin,Retail sales - other,9.478928715
30/11/2018,Great South,Accommodation services,1.555377227
30/11/2018,Great South,"Cultural, recreation, and gambling services",0.249399104
30/11/2018,Great South,Food and beverage serving services,2.001466956
30/11/2018,Great South,Other passenger transport,0.179802075
30/11/2018,Great South,Other tourism products,0.895144293
30/11/2018,Great South,"Retail sales - alcohol, food, and beverages",3.948058309
30/11/2018,Great South,Retail sales - fuel and other automotive products,2.393269119
30/11/2018,Great South,Retail sales - other,4.606169128
30/11/2018,Hamilton & Waikato Tourism,Accommodation services,3.273524655
30/11/2018,Hamilton & Waikato Tourism,"Cultural, recreation, and gambling services",1.913041055
30/11/2018,Hamilton & Waikato Tourism,Food and beverage serving services,8.654509415
30/11/2018,Hamilton & Waikato Tourism,Other passenger transport,0.455219683
30/11/2018,Hamilton & Waikato Tourism,Other tourism products,3.684320366
30/11/2018,Hamilton & Waikato Tourism,"Retail sales - alcohol, food, and beverages",10.19599808
30/11/2018,Hamilton & Waikato Tourism,Retail sales - fuel and other automotive products,10.88808219
30/11/2018,Hamilton & Waikato Tourism,Retail sales - other,16.74315775
30/11/2018,Hawke's Bay Tourism,Accommodation services,2.803074022
30/11/2018,Hawke's Bay Tourism,"Cultural, recreation, and gambling services",0.364626253
30/11/2018,Hawke's Bay Tourism,Food and beverage serving services,4.141415682
30/11/2018,Hawke's Bay Tourism,Other passenger transport,0.347305508
30/11/2018,Hawke's Bay Tourism,Other tourism products,1.470823471
30/11/2018,Hawke's Bay Tourism,"Retail sales - alcohol, food, and beverages",5.336683424
30/11/2018,Hawke's Bay Tourism,Retail sales - fuel and other automotive products,3.003409057
30/11/2018,Hawke's Bay Tourism,Retail sales - other,7.469358822
30/11/2018,Hurunui Tourism,Accommodation services,1.051877264
30/11/2018,Hurunui Tourism,"Cultural, recreation, and gambling services",0.492662303
30/11/2018,Hurunui Tourism,Food and beverage serving services,1.032472458
30/11/2018,Hurunui Tourism,Other passenger transport,0.022510323
30/11/2018,Hurunui Tourism,Other tourism products,0.08309686
30/11/2018,Hurunui Tourism,"Retail sales - alcohol, food, and beverages",1.187166206
30/11/2018,Hurunui Tourism,Retail sales - fuel and other automotive products,1.01340601
30/11/2018,Hurunui Tourism,Retail sales - other,0.453260845
30/11/2018,Lake Wanaka Tourism,Accommodation services,1.049359108
30/11/2018,Lake Wanaka Tourism,"Cultural, recreation, and gambling services",0.218835513
30/11/2018,Lake Wanaka Tourism,Food and beverage serving services,1.315161544
30/11/2018,Lake Wanaka Tourism,Other passenger transport,0.215178081
30/11/2018,Lake Wanaka Tourism,Other tourism products,0.574504775
30/11/2018,Lake Wanaka Tourism,"Retail sales - alcohol, food, and beverages",1.630744264
30/11/2018,Lake Wanaka Tourism,Retail sales - fuel and other automotive products,1.005396466
30/11/2018,Lake Wanaka Tourism,Retail sales - other,1.652121147
30/11/2018,Mackenzie Region,Accommodation services,0.670268079
30/11/2018,Mackenzie Region,"Cultural, recreation, and gambling services",0.092207656
30/11/2018,Mackenzie Region,Food and beverage serving services,0.80864097
30/11/2018,Mackenzie Region,Other passenger transport,0.11686407
30/11/2018,Mackenzie Region,Other tourism products,0.149649149
30/11/2018,Mackenzie Region,"Retail sales - alcohol, food, and beverages",0.763354765
30/11/2018,Mackenzie Region,Retail sales - fuel and other automotive products,0.74869585
30/11/2018,Mackenzie Region,Retail sales - other,0.225605898
30/11/2018,Nelson Regional Development Agency (NRDA),Accommodation services,2.373655272
30/11/2018,Nelson Regional Development Agency (NRDA),"Cultural, recreation, and gambling services",0.290821573
30/11/2018,Nelson Regional Development Agency (NRDA),Food and beverage serving services,2.712576422
30/11/2018,Nelson Regional Development Agency (NRDA),Other passenger transport,0.423387325
30/11/2018,Nelson Regional Development Agency (NRDA),Other tourism products,0.762143444
30/11/2018,Nelson Regional Development Agency (NRDA),"Retail sales - alcohol, food, and beverages",2.747821064
30/11/2018,Nelson Regional Development Agency (NRDA),Retail sales - fuel and other automotive products,1.916656794
30/11/2018,Nelson Regional Development Agency (NRDA),Retail sales - other,4.487846773
30/11/2018,Northland Inc,Accommodation services,2.941796902
30/11/2018,Northland Inc,"Cultural, recreation, and gambling services",0.657586362
30/11/2018,Northland Inc,Food and beverage serving services,4.486324354
30/11/2018,Northland Inc,Other passenger transport,0.56029967
30/11/2018,Northland Inc,Other tourism products,2.100524456
30/11/2018,Northland Inc,"Retail sales - alcohol, food, and beverages",7.944672868
30/11/2018,Northland Inc,Retail sales - fuel and other automotive products,5.277296218
30/11/2018,Northland Inc,Retail sales - other,9.529241274
30/11/2018,Not elsewhere classified,Accommodation services,0.557605161
30/11/2018,Not elsewhere classified,"Cultural, recreation, and gambling services",0.108604051
30/11/2018,Not elsewhere classified,Food and beverage serving services,1.71092204
30/11/2018,Not elsewhere classified,Other passenger transport,0.035468362
30/11/2018,Not elsewhere classified,Other tourism products,0.37196555
30/11/2018,Not elsewhere classified,"Retail sales - alcohol, food, and beverages",2.969247731
30/11/2018,Not elsewhere classified,Retail sales - fuel and other automotive products,4.137513428
30/11/2018,Not elsewhere classified,Retail sales - other,2.029844479
30/11/2018,Tourism Bay of Plenty,Accommodation services,2.963669814
30/11/2018,Tourism Bay of Plenty,"Cultural, recreation, and gambling services",0.534333712
30/11/2018,Tourism Bay of Plenty,Food and beverage serving services,6.339144487
30/11/2018,Tourism Bay of Plenty,Other passenger transport,0.402889871
30/11/2018,Tourism Bay of Plenty,Other tourism products,2.90228211
30/11/2018,Tourism Bay of Plenty,"Retail sales - alcohol, food, and beverages",8.223117834
30/11/2018,Tourism Bay of Plenty,Retail sales - fuel and other automotive products,4.495554124
30/11/2018,Tourism Bay of Plenty,Retail sales - other,14.01718287
30/11/2018,Tourism Central Otago,Accommodation services,0.981509896
30/11/2018,Tourism Central Otago,"Cultural, recreation, and gambling services",0.229243166
30/11/2018,Tourism Central Otago,Food and beverage serving services,1.104379067
30/11/2018,Tourism Central Otago,Other passenger transport,0.038721927
30/11/2018,Tourism Central Otago,Other tourism products,0.233073884
30/11/2018,Tourism Central Otago,"Retail sales - alcohol, food, and beverages",2.019146383
30/11/2018,Tourism Central Otago,Retail sales - fuel and other automotive products,1.290265184
30/11/2018,Tourism Central Otago,Retail sales - other,1.345011016
30/11/2018,Tourism Waitaki,Accommodation services,0.714771394
30/11/2018,Tourism Waitaki,"Cultural, recreation, and gambling services",0.057054095
30/11/2018,Tourism Waitaki,Food and beverage serving services,1.26272809
30/11/2018,Tourism Waitaki,Other passenger transport,0.083125087
30/11/2018,Tourism Waitaki,Other tourism products,0.160091175
30/11/2018,Tourism Waitaki,"Retail sales - alcohol, food, and beverages",1.352433068
30/11/2018,Tourism Waitaki,Retail sales - fuel and other automotive products,1.732383799
30/11/2018,Tourism Waitaki,Retail sales - other,0.893448255
30/11/2018,Trust Tairawhiti,Accommodation services,0.877981257
30/11/2018,Trust Tairawhiti,"Cultural, recreation, and gambling services",0.071167682
30/11/2018,Trust Tairawhiti,Food and beverage serving services,0.883863527
30/11/2018,Trust Tairawhiti,Other passenger transport,0.040541871
30/11/2018,Trust Tairawhiti,Other tourism products,0.264789325
30/11/2018,Trust Tairawhiti,"Retail sales - alcohol, food, and beverages",1.175115987
30/11/2018,Trust Tairawhiti,Retail sales - fuel and other automotive products,0.924698445
30/11/2018,Trust Tairawhiti,Retail sales - other,1.304484736
30/11/2018,Venture Taranaki,Accommodation services,2.463374081
30/11/2018,Venture Taranaki,"Cultural, recreation, and gambling services",0.170053685
30/11/2018,Venture Taranaki,Food and beverage serving services,2.458976688
30/11/2018,Venture Taranaki,Other passenger transport,0.277967701
30/11/2018,Venture Taranaki,Other tourism products,0.964554788
30/11/2018,Venture Taranaki,"Retail sales - alcohol, food, and beverages",3.460894428
30/11/2018,Venture Taranaki,Retail sales - fuel and other automotive products,2.282345883
30/11/2018,Venture Taranaki,Retail sales - other,4.59606324
30/11/2018,Venture Timaru,Accommodation services,0.630481175
30/11/2018,Venture Timaru,"Cultural, recreation, and gambling services",0.068727307
30/11/2018,Venture Timaru,Food and beverage serving services,1.674178318
30/11/2018,Venture Timaru,Other passenger transport,0.065286427
30/11/2018,Venture Timaru,Other tourism products,0.653581729
30/11/2018,Venture Timaru,"Retail sales - alcohol, food, and beverages",2.902194636
30/11/2018,Venture Timaru,Retail sales - fuel and other automotive products,1.89404911
30/11/2018,Venture Timaru,Retail sales - other,3.723611136
30/11/2018,Visit Ruapehu,Accommodation services,0.785287213
30/11/2018,Visit Ruapehu,"Cultural, recreation, and gambling services",0.198854681
30/11/2018,Visit Ruapehu,Food and beverage serving services,0.643351404
30/11/2018,Visit Ruapehu,Other passenger transport,0.039435031
30/11/2018,Visit Ruapehu,Other tourism products,0.067882167
30/11/2018,Visit Ruapehu,"Retail sales - alcohol, food, and beverages",0.80107506
30/11/2018,Visit Ruapehu,Retail sales - fuel and other automotive products,0.872732123
30/11/2018,Visit Ruapehu,Retail sales - other,0.303300058
30/11/2018,Visit Whanganui,Accommodation services,0.463057471
30/11/2018,Visit Whanganui,"Cultural, recreation, and gambling services",0.072665665
30/11/2018,Visit Whanganui,Food and beverage serving services,0.846271393
30/11/2018,Visit Whanganui,Other passenger transport,0.030642483
30/11/2018,Visit Whanganui,Other tourism products,0.494255894
30/11/2018,Visit Whanganui,"Retail sales - alcohol, food, and beverages",2.410720758
30/11/2018,Visit Whanganui,Retail sales - fuel and other automotive products,0.811651746
30/11/2018,Visit Whanganui,Retail sales - other,1.920898869
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Accommodation services,7.902499136
30/11/2018,Wellington Regional Economic Development Agency (WREDA),"Cultural, recreation, and gambling services",0.882383846
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Food and beverage serving services,15.77987374
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Other passenger transport,2.215781315
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Other tourism products,5.286117757
30/11/2018,Wellington Regional Economic Development Agency (WREDA),"Retail sales - alcohol, food, and beverages",10.70273938
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Retail sales - fuel and other automotive products,4.485854691
30/11/2018,Wellington Regional Economic Development Agency (WREDA),Retail sales - other,21.53305861
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Accommodation services,9.464501304
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)","Cultural, recreation, and gambling services",4.439914716
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Food and beverage serving services,32.92528755
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Other passenger transport,3.966173941
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Other tourism products,13.83260074
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)","Retail sales - alcohol, food, and beverages",36.07673076
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Retail sales - fuel and other automotive products,16.41490745
31/12/2018,"Auckland Tourism, Events and Economic Development (ATEED)",Retail sales - other,77.30096377
31/12/2018,Central Economic Development Agency (CEDA),Accommodation services,1.177579812
31/12/2018,Central Economic Development Agency (CEDA),"Cultural, recreation, and gambling services",0.248215041
31/12/2018,Central Economic Development Agency (CEDA),Food and beverage serving services,3.632940117
31/12/2018,Central Economic Development Agency (CEDA),Other passenger transport,0.234476701
31/12/2018,Central Economic Development Agency (CEDA),Other tourism products,1.910672835
31/12/2018,Central Economic Development Agency (CEDA),"Retail sales - alcohol, food, and beverages",4.526905596
31/12/2018,Central Economic Development Agency (CEDA),Retail sales - fuel and other automotive products,2.34042362
31/12/2018,Central Economic Development Agency (CEDA),Retail sales - other,13.1142259
31/12/2018,ChristchurchNZ,Accommodation services,4.998813659
31/12/2018,ChristchurchNZ,"Cultural, recreation, and gambling services",1.48941345
31/12/2018,ChristchurchNZ,Food and beverage serving services,11.99831252
31/12/2018,ChristchurchNZ,Other passenger transport,2.018480816
31/12/2018,ChristchurchNZ,Other tourism products,4.672106264
31/12/2018,ChristchurchNZ,"Retail sales - alcohol, food, and beverages",13.67528424
31/12/2018,ChristchurchNZ,Retail sales - fuel and other automotive products,7.522435765
31/12/2018,ChristchurchNZ,Retail sales - other,31.32193932
31/12/2018,Destination Clutha,Accommodation services,0.32413738
31/12/2018,Destination Clutha,"Cultural, recreation, and gambling services",0.079465169
31/12/2018,Destination Clutha,Food and beverage serving services,0.519599865
31/12/2018,Destination Clutha,Other passenger transport,0.004629274
31/12/2018,Destination Clutha,Other tourism products,0.1344043
31/12/2018,Destination Clutha,"Retail sales - alcohol, food, and beverages",1.011901842
31/12/2018,Destination Clutha,Retail sales - fuel and other automotive products,0.907339524
31/12/2018,Destination Clutha,Retail sales - other,0.505339393
31/12/2018,Destination Coromandel,Accommodation services,2.666597809
31/12/2018,Destination Coromandel,"Cultural, recreation, and gambling services",1.026930881
31/12/2018,Destination Coromandel,Food and beverage serving services,5.840720183
31/12/2018,Destination Coromandel,Other passenger transport,0.156470117
31/12/2018,Destination Coromandel,Other tourism products,0.991127334
31/12/2018,Destination Coromandel,"Retail sales - alcohol, food, and beverages",14.14256283
31/12/2018,Destination Coromandel,Retail sales - fuel and other automotive products,5.979654997
31/12/2018,Destination Coromandel,Retail sales - other,9.562306299
31/12/2018,Destination Fiordland,Accommodation services,0.625547888
31/12/2018,Destination Fiordland,"Cultural, recreation, and gambling services",0.14391725
31/12/2018,Destination Fiordland,Food and beverage serving services,0.564360367
31/12/2018,Destination Fiordland,Other passenger transport,0.327251757
31/12/2018,Destination Fiordland,Other tourism products,0.052867452
31/12/2018,Destination Fiordland,"Retail sales - alcohol, food, and beverages",0.669940549
31/12/2018,Destination Fiordland,Retail sales - fuel and other automotive products,0.428170472
31/12/2018,Destination Fiordland,Retail sales - other,0.36575105
31/12/2018,Destination Great Lake Taupo,Accommodation services,3.833962247
31/12/2018,Destination Great Lake Taupo,"Cultural, recreation, and gambling services",1.665436074
31/12/2018,Destination Great Lake Taupo,Food and beverage serving services,4.921783716
31/12/2018,Destination Great Lake Taupo,Other passenger transport,0.255153688
31/12/2018,Destination Great Lake Taupo,Other tourism products,0.88484161
31/12/2018,Destination Great Lake Taupo,"Retail sales - alcohol, food, and beverages",6.191587508
31/12/2018,Destination Great Lake Taupo,Retail sales - fuel and other automotive products,4.836004449
31/12/2018,Destination Great Lake Taupo,Retail sales - other,8.551759625
31/12/2018,Destination Kaikoura,Accommodation services,0.849249039
31/12/2018,Destination Kaikoura,"Cultural, recreation, and gambling services",0.264208265
31/12/2018,Destination Kaikoura,Food and beverage serving services,0.868640742
31/12/2018,Destination Kaikoura,Other passenger transport,0.066438544
31/12/2018,Destination Kaikoura,Other tourism products,0.038701298
31/12/2018,Destination Kaikoura,"Retail sales - alcohol, food, and beverages",1.071485727
31/12/2018,Destination Kaikoura,Retail sales - fuel and other automotive products,0.631348032
31/12/2018,Destination Kaikoura,Retail sales - other,0.69831107
31/12/2018,Destination Marlborough,Accommodation services,2.052220983
31/12/2018,Destination Marlborough,"Cultural, recreation, and gambling services",0.298248953
31/12/2018,Destination Marlborough,Food and beverage serving services,2.132700573
31/12/2018,Destination Marlborough,Other passenger transport,0.516274486
31/12/2018,Destination Marlborough,Other tourism products,0.685682642
31/12/2018,Destination Marlborough,"Retail sales - alcohol, food, and beverages",4.551211275
31/12/2018,Destination Marlborough,Retail sales - fuel and other automotive products,2.182822772
31/12/2018,Destination Marlborough,Retail sales - other,3.746127986
31/12/2018,Destination Queenstown,Accommodation services,4.227005373
31/12/2018,Destination Queenstown,"Cultural, recreation, and gambling services",2.022405109
31/12/2018,Destination Queenstown,Food and beverage serving services,6.998277522
31/12/2018,Destination Queenstown,Other passenger transport,1.084060613
31/12/2018,Destination Queenstown,Other tourism products,1.031965516
31/12/2018,Destination Queenstown,"Retail sales - alcohol, food, and beverages",6.15964806
31/12/2018,Destination Queenstown,Retail sales - fuel and other automotive products,1.602749778
31/12/2018,Destination Queenstown,Retail sales - other,8.510403554
31/12/2018,Destination Rotorua,Accommodation services,3.503982433
31/12/2018,Destination Rotorua,"Cultural, recreation, and gambling services",3.606190124
31/12/2018,Destination Rotorua,Food and beverage serving services,3.818064143
31/12/2018,Destination Rotorua,Other passenger transport,0.588070006
31/12/2018,Destination Rotorua,Other tourism products,0.802184911
31/12/2018,Destination Rotorua,"Retail sales - alcohol, food, and beverages",5.745323071
31/12/2018,Destination Rotorua,Retail sales - fuel and other automotive products,3.087569167
31/12/2018,Destination Rotorua,Retail sales - other,8.21235632
31/12/2018,Destination Wairarapa,Accommodation services,0.899500391
31/12/2018,Destination Wairarapa,"Cultural, recreation, and gambling services",0.155238681
31/12/2018,Destination Wairarapa,Food and beverage serving services,1.983546468
31/12/2018,Destination Wairarapa,Other passenger transport,0.185295566
31/12/2018,Destination Wairarapa,Other tourism products,0.474415517
31/12/2018,Destination Wairarapa,"Retail sales - alcohol, food, and beverages",4.013769097
31/12/2018,Destination Wairarapa,Retail sales - fuel and other automotive products,1.557421942
31/12/2018,Destination Wairarapa,Retail sales - other,4.597905442
31/12/2018,Development West Coast,Accommodation services,2.411279715
31/12/2018,Development West Coast,"Cultural, recreation, and gambling services",0.331182327
31/12/2018,Development West Coast,Food and beverage serving services,1.333261193
31/12/2018,Development West Coast,Other passenger transport,0.174459221
31/12/2018,Development West Coast,Other tourism products,0.200850634
31/12/2018,Development West Coast,"Retail sales - alcohol, food, and beverages",2.587576963
31/12/2018,Development West Coast,Retail sales - fuel and other automotive products,2.085019258
31/12/2018,Development West Coast,Retail sales - other,1.771552571
31/12/2018,Enterprise Dunedin,Accommodation services,2.639925749
31/12/2018,Enterprise Dunedin,"Cultural, recreation, and gambling services",0.486942559
31/12/2018,Enterprise Dunedin,Food and beverage serving services,4.755761734
31/12/2018,Enterprise Dunedin,Other passenger transport,0.536384548
31/12/2018,Enterprise Dunedin,Other tourism products,1.407712091
31/12/2018,Enterprise Dunedin,"Retail sales - alcohol, food, and beverages",6.424582879
31/12/2018,Enterprise Dunedin,Retail sales - fuel and other automotive products,2.148764108
31/12/2018,Enterprise Dunedin,Retail sales - other,14.11224853
31/12/2018,Great South,Accommodation services,1.541035226
31/12/2018,Great South,"Cultural, recreation, and gambling services",0.31875391
31/12/2018,Great South,Food and beverage serving services,2.535776018
31/12/2018,Great South,Other passenger transport,0.150970298
31/12/2018,Great South,Other tourism products,1.011402459
31/12/2018,Great South,"Retail sales - alcohol, food, and beverages",5.419566788
31/12/2018,Great South,Retail sales - fuel and other automotive products,2.586193774
31/12/2018,Great South,Retail sales - other,6.938194405
31/12/2018,Hamilton & Waikato Tourism,Accommodation services,3.065919478
31/12/2018,Hamilton & Waikato Tourism,"Cultural, recreation, and gambling services",2.35802458
31/12/2018,Hamilton & Waikato Tourism,Food and beverage serving services,10.29410883
31/12/2018,Hamilton & Waikato Tourism,Other passenger transport,0.482734386
31/12/2018,Hamilton & Waikato Tourism,Other tourism products,3.68466716
31/12/2018,Hamilton & Waikato Tourism,"Retail sales - alcohol, food, and beverages",14.09240917
31/12/2018,Hamilton & Waikato Tourism,Retail sales - fuel and other automotive products,11.96290277
31/12/2018,Hamilton & Waikato Tourism,Retail sales - other,22.97195202
31/12/2018,Hawke's Bay Tourism,Accommodation services,3.213290914
31/12/2018,Hawke's Bay Tourism,"Cultural, recreation, and gambling services",0.842960695
31/12/2018,Hawke's Bay Tourism,Food and beverage serving services,5.514569693
31/12/2018,Hawke's Bay Tourism,Other passenger transport,0.294795144
31/12/2018,Hawke's Bay Tourism,Other tourism products,1.695968241
31/12/2018,Hawke's Bay Tourism,"Retail sales - alcohol, food, and beverages",8.921518442
31/12/2018,Hawke's Bay Tourism,Retail sales - fuel and other automotive products,3.955097878
31/12/2018,Hawke's Bay Tourism,Retail sales - other,11.17827654
31/12/2018,Hurunui Tourism,Accommodation services,1.159176845
31/12/2018,Hurunui Tourism,"Cultural, recreation, and gambling services",0.687733866
31/12/2018,Hurunui Tourism,Food and beverage serving services,1.277518152
31/12/2018,Hurunui Tourism,Other passenger transport,0.039851372
31/12/2018,Hurunui Tourism,Other tourism products,0.091325339
31/12/2018,Hurunui Tourism,"Retail sales - alcohol, food, and beverages",1.76817034
31/12/2018,Hurunui Tourism,Retail sales - fuel and other automotive products,0.988139388
31/12/2018,Hurunui Tourism,Retail sales - other,0.562187159
31/12/2018,Lake Wanaka Tourism,Accommodation services,1.751897309
31/12/2018,Lake Wanaka Tourism,"Cultural, recreation, and gambling services",0.481724006
31/12/2018,Lake Wanaka Tourism,Food and beverage serving services,2.05191146
31/12/2018,Lake Wanaka Tourism,Other passenger transport,0.226054789
31/12/2018,Lake Wanaka Tourism,Other tourism products,1.091257912
31/12/2018,Lake Wanaka Tourism,"Retail sales - alcohol, food, and beverages",3.883348457
31/12/2018,Lake Wanaka Tourism,Retail sales - fuel and other automotive products,1.608029613
31/12/2018,Lake Wanaka Tourism,Retail sales - other,3.2664473
31/12/2018,Mackenzie Region,Accommodation services,1.020895258
31/12/2018,Mackenzie Region,"Cultural, recreation, and gambling services",0.127347217
31/12/2018,Mackenzie Region,Food and beverage serving services,1.164277712
31/12/2018,Mackenzie Region,Other passenger transport,0.127184156
31/12/2018,Mackenzie Region,Other tourism products,0.242369682
31/12/2018,Mackenzie Region,"Retail sales - alcohol, food, and beverages",1.654472872
31/12/2018,Mackenzie Region,Retail sales - fuel and other automotive products,1.288252626
31/12/2018,Mackenzie Region,Retail sales - other,0.506951177
31/12/2018,Nelson Regional Development Agency (NRDA),Accommodation services,3.234974084
31/12/2018,Nelson Regional Development Agency (NRDA),"Cultural, recreation, and gambling services",0.594567709
31/12/2018,Nelson Regional Development Agency (NRDA),Food and beverage serving services,4.432722674
31/12/2018,Nelson Regional Development Agency (NRDA),Other passenger transport,0.514839875
31/12/2018,Nelson Regional Development Agency (NRDA),Other tourism products,0.831256189
31/12/2018,Nelson Regional Development Agency (NRDA),"Retail sales - alcohol, food, and beverages",6.717763167
31/12/2018,Nelson Regional Development Agency (NRDA),Retail sales - fuel and other automotive products,2.830186591
31/12/2018,Nelson Regional Development Agency (NRDA),Retail sales - other,7.501585421
31/12/2018,Northland Inc,Accommodation services,4.537281127
31/12/2018,Northland Inc,"Cultural, recreation, and gambling services",1.377109151
31/12/2018,Northland Inc,Food and beverage serving services,7.117245549
31/12/2018,Northland Inc,Other passenger transport,0.752837036
31/12/2018,Northland Inc,Other tourism products,2.033403642
31/12/2018,Northland Inc,"Retail sales - alcohol, food, and beverages",16.13980625
31/12/2018,Northland Inc,Retail sales - fuel and other automotive products,7.596397349
31/12/2018,Northland Inc,Retail sales - other,16.85305383
31/12/2018,Not elsewhere classified,Accommodation services,0.577077821
31/12/2018,Not elsewhere classified,"Cultural, recreation, and gambling services",0.181232571
31/12/2018,Not elsewhere classified,Food and beverage serving services,2.445885579
31/12/2018,Not elsewhere classified,Other passenger transport,0.02299736
31/12/2018,Not elsewhere classified,Other tourism products,0.329439228
31/12/2018,Not elsewhere classified,"Retail sales - alcohol, food, and beverages",4.589373286
31/12/2018,Not elsewhere classified,Retail sales - fuel and other automotive products,4.81977252
31/12/2018,Not elsewhere classified,Retail sales - other,2.931075419
31/12/2018,Tourism Bay of Plenty,Accommodation services,4.589726634
31/12/2018,Tourism Bay of Plenty,"Cultural, recreation, and gambling services",0.939154197
31/12/2018,Tourism Bay of Plenty,Food and beverage serving services,9.517399118
31/12/2018,Tourism Bay of Plenty,Other passenger transport,0.472539897
